go_term_qid,go_props_qid,id,go_termLabel
Q24493898,P682,GO:1905137,regulation of viral DNA genome packaging via site-specific sequence recognition
Q24493900,P682,GO:1905138,positive regulation of viral DNA genome packaging via site-specific sequence recognition
Q24493906,P682,GO:1904971,regulation of viral translation
Q24493907,P682,GO:1904973,positive regulation of viral translation
Q24493919,P682,GO:1905132,regulation of meiotic chromosome separation
Q24493921,P682,GO:1905134,positive regulation of meiotic chromosome separation
Q24493924,P682,GO:1905186,regulation of metaphase/anaphase transition of meiosis I
Q24493926,P682,GO:1905188,positive regulation of metaphase/anaphase transition of meiosis I
Q24493928,P682,GO:1905189,regulation of metaphase/anaphase transition of meiosis II
Q24493929,P682,GO:1905191,positive regulation of metaphase/anaphase transition of meiosis II
Q24493933,P682,GO:1905088,positive regulation of synaptonemal complex assembly
Q24494041,P682,GO:1905219,regulation of platelet formation
Q24494042,P682,GO:1905221,positive regulation of platelet formation
Q24494050,P682,GO:1905005,regulation of epithelial to mesenchymal transition involved in endocardial cushion formation
Q24494051,P682,GO:1905007,positive regulation of epithelial to mesenchymal transition involved in endocardial cushion formation
Q24494123,P682,GO:1905192,regulation of chloroplast fission
Q24494124,P682,GO:1905194,positive regulation of chloroplast fission
Q24494127,P682,GO:1905162,regulation of phagosome maturation
Q24494129,P682,GO:1905164,positive regulation of phagosome maturation
Q24494156,P682,GO:1904978,regulation of endosome organization
Q24494158,P682,GO:1904980,positive regulation of endosome organization
Q24494165,P682,GO:1905082,regulation of mitochondrial translational elongation
Q24494166,P682,GO:1905084,positive regulation of mitochondrial translational elongation
Q24494260,P682,GO:1905155,positive regulation of membrane invagination
Q24494286,P682,GO:1905073,regulation of tight junction disassembly
Q24494288,P682,GO:1905075,positive regulation of tight junction disassembly
Q24494291,P682,GO:1905153,regulation of membrane invagination
Q24494307,P682,GO:1904951,positive regulation of establishment of protein localization
Q24494365,P682,GO:1905165,regulation of lysosomal protein catabolic process
Q24494366,P682,GO:1905167,positive regulation of lysosomal protein catabolic process
Q24494425,P682,GO:1905048,regulation of metallopeptidase activity
Q24494426,P682,GO:1905050,positive regulation of metallopeptidase activity
Q24494494,P682,GO:1905184,positive regulation of protein serine/threonine phosphatase activity
Q24494670,P682,GO:1905012,regulation of 'de novo' NAD biosynthetic process from tryptophan
Q24494672,P682,GO:1905014,positive regulation of 'de novo' NAD biosynthetic process from tryptophan
Q24495157,P682,GO:1904984,regulation of quinolinate biosynthetic process
Q24495159,P682,GO:1904986,positive regulation of quinolinate biosynthetic process
Q24495160,P682,GO:1904963,regulation of phytol biosynthetic process
Q24495163,P682,GO:1904964,positive regulation of phytol biosynthetic process
Q24495165,P682,GO:1904965,regulation of vitamin E biosynthetic process
Q24495166,P682,GO:1904966,positive regulation of vitamin E biosynthetic process
Q24495226,P682,GO:1905085,regulation of bioluminescence
Q24495228,P682,GO:1905087,positive regulation of bioluminescence
Q24495230,P682,GO:1905157,positive regulation of photosynthesis
Q24495369,P682,GO:1905207,regulation of cardiocyte differentiation
Q24495371,P682,GO:1905209,positive regulation of cardiocyte differentiation
Q24495376,P682,GO:1905065,positive regulation of vascular associated smooth muscle cell differentiation
Q24495389,P682,GO:1905063,regulation of vascular associated smooth muscle cell differentiation
Q24495455,P682,GO:1905079,regulation of cerebellar neuron development
Q24495456,P682,GO:1905081,positive regulation of cerebellar neuron development
Q24495467,P682,GO:1904956,regulation of midbrain dopaminergic neuron differentiation
Q24495469,P682,GO:1904958,positive regulation of midbrain dopaminergic neuron differentiation
Q24495516,P682,GO:1904987,regulation of endothelial cell activation
Q24495519,P682,GO:1904989,positive regulation of endothelial cell activation
Q24495611,P682,GO:1905052,negative regulation of base-excision repair
Q24495666,P682,GO:1904972,negative regulation of viral translation
Q24495687,P682,GO:1905213,negative regulation of mitotic chromosome condensation
Q24495708,P682,GO:1905133,negative regulation of meiotic chromosome separation
Q24495712,P682,GO:1905187,negative regulation of metaphase/anaphase transition of meiosis I
Q24495713,P682,GO:1905190,negative regulation of metaphase/anaphase transition of meiosis II
Q24495798,P682,GO:1905220,negative regulation of platelet formation
Q24495802,P682,GO:1905006,negative regulation of epithelial to mesenchymal transition involved in endocardial cushion formation
Q24495871,P682,GO:1905193,negative regulation of chloroplast fission
Q24495875,P682,GO:1905163,negative regulation of phagosome maturation
Q24495889,P682,GO:1904979,negative regulation of endosome organization
Q24495909,P682,GO:1905083,negative regulation of mitochondrial translational elongation
Q24496004,P682,GO:1905154,negative regulation of membrane invagination
Q24496029,P682,GO:1905074,negative regulation of tight junction disassembly
Q24496049,P682,GO:1904950,negative regulation of establishment of protein localization
Q24496117,P682,GO:1905166,negative regulation of lysosomal protein catabolic process
Q24496141,P682,GO:1905049,negative regulation of metallopeptidase activity
Q24496219,P682,GO:1905183,negative regulation of protein serine/threonine phosphatase activity
Q24496401,P682,GO:1905013,negative regulation of 'de novo' NAD biosynthetic process from tryptophan
Q24498220,P682,GO:1905123,regulation of glucosylceramidase activity
Q24498221,P682,GO:1905124,negative regulation of glucosylceramidase activity
Q24498245,P682,GO:1904939,regulation of DNA nucleotidylexotransferase activity
Q24498246,P682,GO:1904940,negative regulation of DNA nucleotidylexotransferase activity
Q24498262,P682,GO:1905021,regulation of threonine-tRNA ligase activity
Q24498263,P682,GO:1905022,negative regulation of threonine-tRNA ligase activity
Q24498264,P682,GO:1905018,regulation of methionine-tRNA ligase activity
Q24498266,P682,GO:1905019,negative regulation of methionine-tRNA ligase activity
Q24498267,P682,GO:1905015,regulation of isoleucine-tRNA ligase activity
Q24498268,P682,GO:1905016,negative regulation of isoleucine-tRNA ligase activity
Q24498275,P682,GO:1904941,positive regulation of DNA nucleotidylexotransferase activity
Q24498285,P682,GO:1905181,regulation of urease activity
Q24498286,P682,GO:1905182,positive regulation of urease activity
Q24498287,P682,GO:1905125,positive regulation of glucosylceramidase activity
Q24498303,P682,GO:1905117,regulation of ribonucleoside-diphosphate reductase activity
Q24498304,P682,GO:1905118,positive regulation of ribonucleoside-diphosphate reductase activity
Q24498312,P682,GO:1905023,positive regulation of threonine-tRNA ligase activity
Q22311544,P682,GO:0035746,granzyme A production
Q22311548,P682,GO:0035944,perforin production
Q28025296,P682,GO:1905747,negative regulation of saliva secretion
Q28025304,P682,GO:0099124,axonal dopamine secretion
Q28025305,P682,GO:1905752,regulation of argininosuccinate synthase activity
Q28025306,P682,GO:0099127,envenomation resulting in positive regulation of argininosuccinate synthase activity in other organism
Q28025307,P682,GO:1905753,positive regulation of argininosuccinate synthase activity
Q28025312,P682,GO:0099123,somato-dendritic dopamine secretion
Q28025317,P682,GO:1905755,protein localization to cytoplasmic microtubule
Q28025332,P682,GO:0099121,fungal sorus development
Q22306608,P682,GO:0010182,sugar mediated signaling pathway
Q22306609,P682,GO:0009757,hexose mediated signaling
Q22305285,P682,GO:1900863,positive regulation of cordyol C biosynthetic process
Q22305287,P682,GO:1900860,positive regulation of brevianamide F biosynthetic process
Q22305584,P682,GO:2000965,positive regulation of cellooligosaccharide catabolic process
Q22308295,P682,GO:0052020,modification by symbiont of host cell wall
Q22308304,P682,GO:0075342,disruption by symbiont of host cell PML body
Q22308310,P682,GO:0052039,modification by symbiont of host cytoskeleton
Q22308325,P682,GO:0033659,modification by symbiont of host mitochondrion
Q22308329,P682,GO:0033656,modification by symbiont of host chloroplast
Q22308334,P682,GO:0033657,modification by symbiont of host chloroplast part
Q22308337,P682,GO:0033658,modification by symbiont of host chloroplast thylakoid
Q22308342,P682,GO:0044067,modification by symbiont of host intercellular junctions
Q22308345,P682,GO:0098864,modification by symbiont of host tight cell-cell junction
Q22308350,P682,GO:0098865,modification by symbiont of host bicellular tight junctions
Q22308355,P682,GO:0044066,modification by symbiont of host cell nucleus
Q22308382,P682,GO:0052110,occlusion by symbiont of host vascular system
Q22308387,P682,GO:0052112,occlusion by symbiont of host xylem
Q22308391,P682,GO:0085044,disassembly by symbiont of host cuticle
Q22308417,P682,GO:0052019,modulation by symbiont of host hormone or growth regulator levels
Q22308424,P682,GO:0052021,modulation by symbiont of ethylene levels in host
Q22308429,P682,GO:0052024,positive regulation by symbiont of hormone or growth regulator levels in host
Q22308432,P682,GO:1990212,positive regulation by symbiont of ethylene levels in host
Q22308442,P682,GO:0044032,modulation by symbiont of indole acetic acid levels in host
Q22308446,P682,GO:1990210,positive regulation by symbiont of indole acetic acid levels in host
Q22308449,P682,GO:0052022,modulation by symbiont of jasmonic acid levels in host
Q22308453,P682,GO:1990211,positive regulation by symbiont of jasmonic acid levels in host
Q22308457,P682,GO:0052023,modulation by symbiont of salicylic acid levels in host
Q22308460,P682,GO:1990213,negative regulation by symbiont of salicylic acid levels in host
Q22308465,P682,GO:1990223,positive regulation by symbiont of cytokinin levels in host
Q22308480,P682,GO:0075343,modulation by symbiont of abscisic acid levels in host
Q22308485,P682,GO:1990218,positive regulation by symbiont of abscisic acid levels in host
Q22308492,P682,GO:0044846,negative regulation by symbiont of indole acetic acid levels in host
Q22308508,P682,GO:0052249,modulation of RNA levels in other organism involved in symbiotic interaction
Q22308516,P682,GO:1990209,negative regulation by symbiont of RNA levels in host
Q22308521,P682,GO:1990208,positive regulation by symbiont of RNA levels in host
Q22308526,P682,GO:0052430,modulation by host of symbiont RNA levels
Q22308643,P682,GO:0052313,modulation of nutrient release from other organism involved in symbiotic interaction
Q22308651,P682,GO:0052091,modulation by symbiont of nutrient release from host
Q22308654,P682,GO:0052520,positive regulation by organism of nutrient release from other organism involved in symbiotic interaction
Q22308658,P682,GO:0052092,positive regulation by symbiont of nutrient release from host
Q22308666,P682,GO:0052460,modulation by host of nutrient release from symbiont
Q22308670,P682,GO:0052519,positive regulation by host of nutrient release from symbiont
Q22308703,P682,GO:0097615,modulation by host of symbiont type IV pilus-dependent motility
Q22308708,P682,GO:0097616,positive regulation by host of symbiont type IV pilus-dependent motility
Q22308747,P682,GO:0051819,induction by symbiont of tumor or growth in host
Q22308774,P682,GO:0033635,modulation by symbiont of host response to abiotic stimulus
Q22308779,P682,GO:0033639,modulation by symbiont of host response to water
Q22308783,P682,GO:0033636,modulation by symbiont of host response to temperature stimulus
Q22308788,P682,GO:0033638,modulation by symbiont of host response to heat
Q22308792,P682,GO:0033637,modulation by symbiont of host response to cold
Q22308796,P682,GO:0033641,modulation by symbiont of host response to pH
Q22308801,P682,GO:0033642,modulation by symbiont of host response to gravitational stimulus
Q22308805,P682,GO:0033640,modulation by symbiont of host response to osmotic stress
Q22310890,P682,GO:1990183,lymphatic vascular process in circulatory system
Q22310892,P682,GO:1990185,regulation of lymphatic vascular permeability
Q22310905,P682,GO:0035298,regulation of Malpighian tubule size
Q22310908,P682,GO:0035297,regulation of Malpighian tubule diameter
Q22310946,P682,GO:0014830,arteriole smooth muscle contraction
Q22310949,P682,GO:0014821,phasic smooth muscle contraction
Q22310969,P682,GO:0002527,vasodilation involved in acute inflammatory response
Q22310990,P682,GO:0090067,regulation of thalamus size
Q22310994,P682,GO:1990186,regulation of lymphatic vessel size
Q22310998,P682,GO:1990192,collecting lymphatic vessel constriction
Q22311002,P682,GO:0044719,regulation of imaginal disc-derived wing size
